"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (EUR)",Impressions,Reach,Ends,"Attribution setting","Results ROAS","Result value indicator","Results value","Result rate","Cost per 1,000 Meta Accounts reached (EUR)","CPM (cost per 1,000 impressions) (EUR)",Frequency,Viewers,Views,"2-second continuous video plays","3-second video plays","Cost per 2-second continuous video play (EUR)","Cost per 3-second video play (EUR)","Video plays",unique_video_continuous_2_sec_watched_actions:video_view,ThruPlays,"Cost per ThruPlay (EUR)","Clicks (all)","Outbound clicks",shop_clicks,"Link clicks","CPC (all) (EUR)","CPC (cost per link click) (EUR)","CTR (all)","CTR (link click-through rate)","Cost per unique outbound click (EUR)","Cost per unique link click (EUR)","Cost per unique click (all) (EUR)","Cost per outbound click (EUR)","Outbound CTR (click-through rate)","Photo clicks","Unique clicks (all)","Unique CTR (all)","Unique CTR (link click-through rate)","Unique link clicks","Unique outbound clicks","Unique outbound CTR (click-through rate)","Cost per landing page view (EUR)","Instagram profile visits","Landing page views","Adds to cart","Adds to cart conversion value","Cost per add to cart (EUR)","Checkouts initiated","Checkouts initiated conversion value","Cost per checkout initiated (EUR)","Direct website purchases","Direct website purchases conversion value","Donation ROAS (return on ad spend)","Orders created","Orders shipped","Purchase ROAS (return on ad spend)",Purchases,"Purchases conversion value","Cost per purchase (EUR)",Searches,"Searches conversion value","Cost per search (EUR)"
2023-05-09,2026-06-09,"AromaJelly Humidifier",inactive,,,,"Using ad set budget",0,165.28,17443,15333,Ongoing,"7-day click or 1-day view",,,,,10.779365,9.475434,1.137612,0,0,,1141,,0.144855,3320,,479,0.345052,224,146,,146,0.737857,1.132055,1.284183,0.837012,1.189065,1.189065,0.818218,1.132055,0.837012,,202,1.31742,0.906541,139,139,0.906541,1.89977,0,87,1,59.99,165.28,,,,0,0,,,,,,,,,,
